"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+1.00000000000E+006, +2.18399265445E+001, +0.00000000000E+000
+2.00000000000E+006, +2.33797720397E+001, +0.00000000000E+000
+3.00000000000E+006, +2.37512031844E+001, +0.00000000000E+000
+4.00000000000E+006, +2.38346484588E+001, +0.00000000000E+000
+5.00000000000E+006, +2.38740242075E+001, +0.00000000000E+000
+6.00000000000E+006, +2.38499996443E+001, +0.00000000000E+000
+7.00000000000E+006, +2.38184750993E+001, +0.00000000000E+000
+8.00000000000E+006, +2.37718604177E+001, +0.00000000000E+000
+9.00000000000E+006, +2.37263781919E+001, +0.00000000000E+000
+1.00000000000E+007, +2.36673772854E+001, +0.00000000000E+000
+1.10000000000E+007, +2.36116278187E+001, +0.00000000000E+000
+1.20000000000E+007, +2.35706407537E+001, +0.00000000000E+000
+1.30000000000E+007, +2.35090698524E+001, +0.00000000000E+000
+1.40000000000E+007, +2.34489207408E+001, +0.00000000000E+000
+1.50000000000E+007, +2.33810986956E+001, +0.00000000000E+000
+1.60000000000E+007, +2.33336920889E+001, +0.00000000000E+000
+1.70000000000E+007, +2.32631800304E+001, +0.00000000000E+000
+1.80000000000E+007, +2.32099517446E+001, +0.00000000000E+000
+1.90000000000E+007, +2.31601646248E+001, +0.00000000000E+000
+2.00000000000E+007, +2.30986023786E+001, +0.00000000000E+000
+2.10000000000E+007, +2.30408684060E+001, +0.00000000000E+000
+2.20000000000E+007, +2.29836243023E+001, +0.00000000000E+000
+2.30000000000E+007, +2.29443201506E+001, +0.00000000000E+000
+2.40000000000E+007, +2.28977659102E+001, +0.00000000000E+000
+2.50000000000E+007, +2.28629503528E+001, +0.00000000000E+000
+2.60000000000E+007, +2.28046023345E+001, +0.00000000000E+000
+2.70000000000E+007, +2.27596187394E+001, +0.00000000000E+000
+2.80000000000E+007, +2.27252223495E+001, +0.00000000000E+000
+2.90000000000E+007, +2.26823499670E+001, +0.00000000000E+000
+3.00000000000E+007, +2.26367274081E+001, +0.00000000000E+000
+3.10000000000E+007, +2.25944372503E+001, +0.00000000000E+000
+3.20000000000E+007, +2.25704566897E+001, +0.00000000000E+000
+3.30000000000E+007, +2.25407200396E+001, +0.00000000000E+000
+3.40000000000E+007, +2.24922568666E+001, +0.00000000000E+000
+3.50000000000E+007, +2.24651882170E+001, +0.00000000000E+000
+3.60000000000E+007, +2.24500198265E+001, +0.00000000000E+000
+3.70000000000E+007, +2.24173174300E+001, +0.00000000000E+000
+3.80000000000E+007, +2.23981699232E+001, +0.00000000000E+000
+3.90000000000E+007, +2.23828109186E+001, +0.00000000000E+000
+4.00000000000E+007, +2.23759068188E+001, +0.00000000000E+000
+4.10000000000E+007, +2.23457041328E+001, +0.00000000000E+000
+4.20000000000E+007, +2.23425042592E+001, +0.00000000000E+000
+4.30000000000E+007, +2.23114699871E+001, +0.00000000000E+000
+4.40000000000E+007, +2.23057777246E+001, +0.00000000000E+000
+4.50000000000E+007, +2.22835090481E+001, +0.00000000000E+000
+4.60000000000E+007, +2.22711049649E+001, +0.00000000000E+000
+4.70000000000E+007, +2.22687116038E+001, +0.00000000000E+000
+4.80000000000E+007, +2.22700721767E+001, +0.00000000000E+000
+4.90000000000E+007, +2.22312456176E+001, +0.00000000000E+000
+5.00000000000E+007, +2.22355891081E+001, +0.00000000000E+000
+5.10000000000E+007, +2.22388281701E+001, +0.00000000000E+000
+5.20000000000E+007, +2.22109325983E+001, +0.00000000000E+000
+5.30000000000E+007, +2.22078475545E+001, +0.00000000000E+000
+5.40000000000E+007, +2.22030854393E+001, +0.00000000000E+000
+5.50000000000E+007, +2.21852313618E+001, +0.00000000000E+000
+5.60000000000E+007, +2.21953039347E+001, +0.00000000000E+000
+5.70000000000E+007, +2.21644066960E+001, +0.00000000000E+000
+5.80000000000E+007, +2.21632126846E+001, +0.00000000000E+000
+5.90000000000E+007, +2.21467970604E+001, +0.00000000000E+000
+6.00000000000E+007, +2.21395083093E+001, +0.00000000000E+000
+6.10000000000E+007, +2.21313056958E+001, +0.00000000000E+000
+6.20000000000E+007, +2.21193902764E+001, +0.00000000000E+000
+6.30000000000E+007, +2.21111713907E+001, +0.00000000000E+000
+6.40000000000E+007, +2.21013457346E+001, +0.00000000000E+000
+6.50000000000E+007, +2.20980582361E+001, +0.00000000000E+000
+6.60000000000E+007, +2.20720638432E+001, +0.00000000000E+000
+6.70000000000E+007, +2.20581225261E+001, +0.00000000000E+000
+6.80000000000E+007, +2.20390602122E+001, +0.00000000000E+000
+6.90000000000E+007, +2.20303036341E+001, +0.00000000000E+000
+7.00000000000E+007, +2.20139993397E+001, +0.00000000000E+000
+7.10000000000E+007, +2.20196970745E+001, +0.00000000000E+000
+7.20000000000E+007, +2.19935431545E+001, +0.00000000000E+000
+7.30000000000E+007, +2.19918774232E+001, +0.00000000000E+000
+7.40000000000E+007, +2.19749095477E+001, +0.00000000000E+000
+7.50000000000E+007, +2.19784136896E+001, +0.00000000000E+000
+7.60000000000E+007, +2.19618767346E+001, +0.00000000000E+000
+7.70000000000E+007, +2.19432868569E+001, +0.00000000000E+000
+7.80000000000E+007, +2.19338971896E+001, +0.00000000000E+000
+7.90000000000E+007, +2.19211239130E+001, +0.00000000000E+000
+8.00000000000E+007, +2.19190236290E+001, +0.00000000000E+000
+8.10000000000E+007, +2.19043827120E+001, +0.00000000000E+000
+8.20000000000E+007, +2.19036135865E+001, +0.00000000000E+000
+8.30000000000E+007, +2.18899197055E+001, +0.00000000000E+000
+8.40000000000E+007, +2.18881390597E+001, +0.00000000000E+000
+8.50000000000E+007, +2.18859270603E+001, +0.00000000000E+000
+8.60000000000E+007, +2.18781862253E+001, +0.00000000000E+000
+8.70000000000E+007, +2.18869243306E+001, +0.00000000000E+000
+8.80000000000E+007, +2.18756213161E+001, +0.00000000000E+000
+8.90000000000E+007, +2.18659233134E+001, +0.00000000000E+000
+9.00000000000E+007, +2.18560258563E+001, +0.00000000000E+000
+9.10000000000E+007, +2.18577115294E+001, +0.00000000000E+000
+9.20000000000E+007, +2.18551147128E+001, +0.00000000000E+000
+9.30000000000E+007, +2.18613344894E+001, +0.00000000000E+000
+9.40000000000E+007, +2.18460883181E+001, +0.00000000000E+000
+9.50000000000E+007, +2.18460276627E+001, +0.00000000000E+000
+9.60000000000E+007, +2.18633218249E+001, +0.00000000000E+000
+9.70000000000E+007, +2.18569803751E+001, +0.00000000000E+000
+9.80000000000E+007, +2.18489215786E+001, +0.00000000000E+000
+9.90000000000E+007, +2.18515085688E+001, +0.00000000000E+000
+1.00000000000E+008, +2.18517878286E+001, +0.00000000000E+000
+1.01000000000E+008, +2.18528465595E+001, +0.00000000000E+000
+1.02000000000E+008, +2.18586988501E+001, +0.00000000000E+000
+1.03000000000E+008, +2.18571687493E+001, +0.00000000000E+000
+1.04000000000E+008, +2.18554717284E+001, +0.00000000000E+000
+1.05000000000E+008, +2.18599453399E+001, +0.00000000000E+000
+1.06000000000E+008, +2.18598326268E+001, +0.00000000000E+000
+1.07000000000E+008, +2.18512128537E+001, +0.00000000000E+000
+1.08000000000E+008, +2.18496515528E+001, +0.00000000000E+000
+1.09000000000E+008, +2.18561309133E+001, +0.00000000000E+000
+1.10000000000E+008, +2.18488297781E+001, +0.00000000000E+000
+1.11000000000E+008, +2.18505261705E+001, +0.00000000000E+000
+1.12000000000E+008, +2.18464815126E+001, +0.00000000000E+000
+1.13000000000E+008, +2.18354780276E+001, +0.00000000000E+000
+1.14000000000E+008, +2.18360191965E+001, +0.00000000000E+000
+1.15000000000E+008, +2.18235408875E+001, +0.00000000000E+000
+1.16000000000E+008, +2.18348961937E+001, +0.00000000000E+000
