"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+9.60000000000E+007, +2.47494432953E+001, +0.00000000000E+000
+9.70000000000E+007, +2.47305153771E+001, +0.00000000000E+000
+9.80000000000E+007, +2.47442018580E+001, +0.00000000000E+000
+9.90000000000E+007, +2.47296909333E+001, +0.00000000000E+000
+1.00000000000E+008, +2.47298014074E+001, +0.00000000000E+000
+1.01000000000E+008, +2.47289481683E+001, +0.00000000000E+000
+1.02000000000E+008, +2.47372599194E+001, +0.00000000000E+000
+1.03000000000E+008, +2.47151938785E+001, +0.00000000000E+000
+1.04000000000E+008, +2.47237076318E+001, +0.00000000000E+000
+1.05000000000E+008, +2.47266864130E+001, +0.00000000000E+000
+1.06000000000E+008, +2.47056231683E+001, +0.00000000000E+000
+1.07000000000E+008, +2.47177641180E+001, +0.00000000000E+000
+1.08000000000E+008, +2.46998579854E+001, +0.00000000000E+000
+1.09000000000E+008, +2.46843853900E+001, +0.00000000000E+000
+1.10000000000E+008, +2.46857235425E+001, +0.00000000000E+000
+1.11000000000E+008, +2.46760257405E+001, +0.00000000000E+000
+1.12000000000E+008, +2.46608372997E+001, +0.00000000000E+000
+1.13000000000E+008, +2.46642636609E+001, +0.00000000000E+000
+1.14000000000E+008, +2.46462201571E+001, +0.00000000000E+000
+1.15000000000E+008, +2.46423982716E+001, +0.00000000000E+000
+1.16000000000E+008, +2.46442750323E+001, +0.00000000000E+000
+1.17000000000E+008, +2.46458552884E+001, +0.00000000000E+000
+1.18000000000E+008, +2.46415995112E+001, +0.00000000000E+000
+1.19000000000E+008, +2.46411311598E+001, +0.00000000000E+000
+1.20000000000E+008, +2.46485677473E+001, +0.00000000000E+000
+1.21000000000E+008, +2.46405321316E+001, +0.00000000000E+000
+1.22000000000E+008, +2.46341503703E+001, +0.00000000000E+000
+1.23000000000E+008, +2.46276891328E+001, +0.00000000000E+000
+1.24000000000E+008, +2.46227749668E+001, +0.00000000000E+000
+1.25000000000E+008, +2.46125703062E+001, +0.00000000000E+000
+1.26000000000E+008, +2.45969864992E+001, +0.00000000000E+000
+1.27000000000E+008, +2.45994687203E+001, +0.00000000000E+000
+1.28000000000E+008, +2.46112862453E+001, +0.00000000000E+000
+1.29000000000E+008, +2.46034583233E+001, +0.00000000000E+000
+1.30000000000E+008, +2.46050936179E+001, +0.00000000000E+000
+1.31000000000E+008, +2.46066467513E+001, +0.00000000000E+000
+1.32000000000E+008, +2.46107719854E+001, +0.00000000000E+000
+1.33000000000E+008, +2.46181791393E+001, +0.00000000000E+000
+1.34000000000E+008, +2.46274466350E+001, +0.00000000000E+000
+1.35000000000E+008, +2.46303416731E+001, +0.00000000000E+000
+1.36000000000E+008, +2.46296164053E+001, +0.00000000000E+000
+1.37000000000E+008, +2.46368953928E+001, +0.00000000000E+000
+1.38000000000E+008, +2.46391376037E+001, +0.00000000000E+000
