"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+1.00000000000E+006, +2.49311073699E+001, +0.00000000000E+000
+2.00000000000E+006, +2.48984259017E+001, +0.00000000000E+000
+3.00000000000E+006, +2.48728328255E+001, +0.00000000000E+000
+4.00000000000E+006, +2.48753221138E+001, +0.00000000000E+000
+5.00000000000E+006, +2.48967095720E+001, +0.00000000000E+000
+6.00000000000E+006, +2.48970587964E+001, +0.00000000000E+000
+7.00000000000E+006, +2.49343425866E+001, +0.00000000000E+000
+8.00000000000E+006, +2.49296976099E+001, +0.00000000000E+000
+9.00000000000E+006, +2.48967208020E+001, +0.00000000000E+000
+1.00000000000E+007, +2.49542559732E+001, +0.00000000000E+000
+1.10000000000E+007, +2.49572383778E+001, +0.00000000000E+000
+1.20000000000E+007, +2.49151598071E+001, +0.00000000000E+000
+1.30000000000E+007, +2.49895224236E+001, +0.00000000000E+000
+1.40000000000E+007, +2.49716037284E+001, +0.00000000000E+000
+1.50000000000E+007, +2.49227705331E+001, +0.00000000000E+000
+1.60000000000E+007, +2.49738485012E+001, +0.00000000000E+000
+1.70000000000E+007, +2.49720674167E+001, +0.00000000000E+000
+1.80000000000E+007, +2.49176107154E+001, +0.00000000000E+000
+1.90000000000E+007, +2.49845154103E+001, +0.00000000000E+000
+2.00000000000E+007, +2.49576185373E+001, +0.00000000000E+000
+2.10000000000E+007, +2.49012027373E+001, +0.00000000000E+000
+2.20000000000E+007, +2.49684298794E+001, +0.00000000000E+000
+2.30000000000E+007, +2.49748736572E+001, +0.00000000000E+000
+2.40000000000E+007, +2.50021221507E+001, +0.00000000000E+000
+2.50000000000E+007, +2.49923733415E+001, +0.00000000000E+000
+2.60000000000E+007, +2.50039450877E+001, +0.00000000000E+000
+2.70000000000E+007, +2.50150329829E+001, +0.00000000000E+000
+2.80000000000E+007, +2.49991926398E+001, +0.00000000000E+000
+2.90000000000E+007, +2.49889820945E+001, +0.00000000000E+000
+3.00000000000E+007, +2.49914902460E+001, +0.00000000000E+000
+3.10000000000E+007, +2.49688993748E+001, +0.00000000000E+000
+3.20000000000E+007, +2.49523217918E+001, +0.00000000000E+000
+3.30000000000E+007, +2.49397212382E+001, +0.00000000000E+000
+3.40000000000E+007, +2.49004448717E+001, +0.00000000000E+000
+3.50000000000E+007, +2.49192031800E+001, +0.00000000000E+000
+3.60000000000E+007, +2.49158734936E+001, +0.00000000000E+000
+3.70000000000E+007, +2.48954457623E+001, +0.00000000000E+000
+3.80000000000E+007, +2.49091474007E+001, +0.00000000000E+000
+3.90000000000E+007, +2.48987939343E+001, +0.00000000000E+000
+4.00000000000E+007, +2.48934394824E+001, +0.00000000000E+000
+4.10000000000E+007, +2.48661298657E+001, +0.00000000000E+000
+4.20000000000E+007, +2.48398283836E+001, +0.00000000000E+000
+4.30000000000E+007, +2.48516246437E+001, +0.00000000000E+000
+4.40000000000E+007, +2.48364752331E+001, +0.00000000000E+000
+4.50000000000E+007, +2.48423393346E+001, +0.00000000000E+000
+4.60000000000E+007, +2.48301583340E+001, +0.00000000000E+000
+4.70000000000E+007, +2.48253043633E+001, +0.00000000000E+000
+4.80000000000E+007, +2.48198944544E+001, +0.00000000000E+000
+4.90000000000E+007, +2.48187214198E+001, +0.00000000000E+000
+5.00000000000E+007, +2.48335918346E+001, +0.00000000000E+000
+5.10000000000E+007, +2.48172632321E+001, +0.00000000000E+000
+5.20000000000E+007, +2.47858721928E+001, +0.00000000000E+000
+5.30000000000E+007, +2.47890727479E+001, +0.00000000000E+000
+5.40000000000E+007, +2.48005105534E+001, +0.00000000000E+000
+5.50000000000E+007, +2.47882493197E+001, +0.00000000000E+000
+5.60000000000E+007, +2.47950501913E+001, +0.00000000000E+000
+5.70000000000E+007, +2.47890622060E+001, +0.00000000000E+000
+5.80000000000E+007, +2.48064579253E+001, +0.00000000000E+000
+5.90000000000E+007, +2.47909700697E+001, +0.00000000000E+000
+6.00000000000E+007, +2.48020299266E+001, +0.00000000000E+000
+6.10000000000E+007, +2.48062243158E+001, +0.00000000000E+000
+6.20000000000E+007, +2.48227425482E+001, +0.00000000000E+000
